,data,target
158,"ugh! penn state beats no. 13 wisconsin 36-33 in one of the ugliest games of the college basketball season, talor battle scored nine points to lead penn state past no. 13 wisconsin 36-33 ... http://rssfeeds.usatoday.com/~r/usatodaycomsports-topstories/~3/7xylsg68rxk/2011-03-11-penn-state-wisconsin_n.htm",0
159,"redskins' haynesworth charged in fondling incident washington redskins football player albert haynesworth was indicted by a grand jury on tuesday for allegedly fondling a server at a swanky hotel bar in the u.s. capital, u.s. prosecutors said. http://feeds.reuters.com/~r/reuters/sportsnews/~3/kqoq1wx3ikg/us-nfl-redskins-haynesworth-idustre73p78u20110426",0
160,"first pitch: reeling marlins lose to braves in 10th, fire coach in florida where the marlins' losing streak reached seven games wednesday night, hitting coach john mallee took the fall. following the 3-2, ... http://rssfeeds.usatoday.com/~r/usatodaycomsports-topstories/~3/niisme-wsj0/1",0
161,"inside information using x-ray scanners ge healthcare unveiled two x-ray body scanners at bay hill that break down the amount of lean mass on the arms, trunk, legs and total body of golfers. http://feeds1.nytimes.com/~r/nyt/rss/sports/~3/nz4_bvkdsim/27scans.html",0
162,hines ward on rashard mendenhall: 'that wasn't a good opinion' pittsburgh steelers wr hines ward has become the latest member of the organization to scold rb rashard mendenhall over his controversial comments ... http://rssfeeds.usatoday.com/~r/usatodaycomsports-topstories/~3/vsuedjri4aw/1,0
163,"cubs plan to cut pitcher carlos silva, owed $11.5 million chicago cubs right-hander carlos silva has been told he will not be on the team's 25-man roster when the season starts friday. http://rssfeeds.usatoday.com/~r/usatodaycomsports-topstories/~3/egwkdpbswr4/2011-03-26-carlos-silva-relase_n.htm",0
164,"jack morris talks about his place in history jack morris, who authored one of baseball's greatest pitching performances to close the 1991 world series, talks about his hall of fame chances and his legacy. http://feeds1.nytimes.com/~r/nyt/rss/sports/~3/lr13dohkq48/",0
165,lawyer: no issues with tv reporter bringing mark ingram to tears at draft the attorney for the imprisoned father of new orleans saints rb mark ingram does not blame espn reporter suzy kolber for the rookie's on-stage ... http://rssfeeds.usatoday.com/~r/usatodaycomsports-topstories/~3/qeefm4uj8f8/1,0
166,game on: the column. nba plays both sides bloggers tom weir and reid cherner are trying to avoid being upset as no. 1 seeds. http://rssfeeds.usatoday.com/~r/usatodaycomsports-topstories/~3/8flf7cx2oru/1,0
167,"jamal  coombs-mcdaniel plans to transfer from connecticut jamal coombs-mcdaniel, a swingman on connecticut's national championship basketball team, has had his initial court appearance on marijuana charges ... http://rssfeeds.usatoday.com/~r/usatodaycomsports-topstories/~3/_khzpsopzt4/2011-05-05-uconn-coombs-mcdaniel-court-postponed_n.htm",0
168,"playing the 'right' way in m.l.s. this season's mantra among the red bulls' players and coaches is to ""play the right way."" is that an appropriate goal in m.l.s.? http://feeds1.nytimes.com/~r/nyt/rss/sports/~3/q9xx_-jgq8a/",0
169,"rutgers 76, seton hall 70, ot: not pretty, but rutgers outlasts seton hall with a gritty and inartistic performance typical of the season under its new coach, mike rice, the 12th-seeded scarlet knights won in the first round of the big east tournament. http://feeds1.nytimes.com/~r/nyt/rss/sports/~3/z1v6mibaqk8/09rutgers.html",0
170,"williams may be done, but assists streak continues deron williams may be out for the season, but in his short time with the nets he was able to preserve his streak of seasons in which he averaged 10 or more assists a game. http://feeds1.nytimes.com/~r/nyt/rss/sports/~3/kkhfb6bzdf0/",0
171,"oxford beats cambridge in annual boat race oxford won the annual university boat race on saturday, upsetting defending champion cambridge by about four lengths on the river thames in a competition dating to 1829. http://feeds1.nytimes.com/~r/nyt/rss/sports/~3/ogzv9syaogi/ap-row-boat-race.html",0
172,"sports of the times: burress will soon be free to redefine himself with plaxico burress's release from prison on monday, the immediate questions focus on where, and how successfully, he will resume his n.f.l. career. http://feeds1.nytimes.com/~r/nyt/rss/sports/~3/mmtbdbe_xsw/burress-will-soon-be-free-to-redefine-himself.html",0
173,"analysis: nadal shows why he is the king of clay the reports of rafael nadal's demise are exaggerated, as he showed in wednesday's straight-sets dismissal of robin soderling. http://feeds1.nytimes.com/~r/nyt/rss/sports/~3/f4wvouak3jg/",0
174,"new police presence is hard to miss amid dodger blue after an assault outside dodger stadium left a giants fan in a coma, team officials and the los angeles police chief delivered on their promise of a 'sea of blue' response. http://feeds1.nytimes.com/~r/nyt/rss/sports/~3/ewu9ubhplsg/16dodgers.html",0
175,djokovic and lopez reach serbia open final top seed novak djokovic reached the serbia open final without hitting a ball on saturday after fellow serb janko tipsarevic pulled out of their semi-final with a thigh injury. http://feeds.reuters.com/~r/reuters/sportsnews/~3/vbv3erzsrzs/us-tennis-men-serbia-idustre73t1bv20110430,0
176,pirates take ucla pitcher cole with first pick of draft hard-throwing pitcher gerrit cole of ucla was taken by the pittsburgh pirates as top pick of major league baseball's first-year player draft monday. http://feeds.reuters.com/~r/reuters/sportsnews/~3/iv9tj3oercm/us-baseball-draft-idustre7560c920110607,0
177,"braves' luis salazar returns to camp after losing eye atlanta braves minor-league manager luis salazar has returned to camp, two weeks after being struck in the face by a foul ball and losing his ... http://rssfeeds.usatoday.com/~r/usatodaycomsports-topstories/~3/btay4eiqbj0/2011-03-23-luis-salazar-returns_n.htm",0
178,lincicome and lewis set red-hot pace at nabisco searing heat posed few problems for brittany lincicome as she charged into a share of the first-round lead with fellow american stacy lewis at the kraft nabisco championship on thursday. http://feeds.reuters.com/~r/reuters/sportsnews/~3/k1dlpwufhjo/us-golf-lpga-idustre72u7ly20110401,0
179,"ncaa tournament delivers highest tv ratings in 20 years ncaa coverage on thursday drew an overnight household rating 5.7, meaning 5.7% of usa tv households. that's up 24% from 2010. http://rssfeeds.usatoday.com/~r/usatodaycomsports-topstories/~3/nheiphzosik/1",0
180,"owners win delay in case, keeping n.f.l. shut the decision is a victory for owners in a legal battle with players, and means the league will remain closed. http://feeds1.nytimes.com/~r/nyt/rss/sports/~3/ejybs7dscp8/nfl-wins-full-delay-in-lockout-case.html",0
181,donte' stallworth tweets support for same-sex marriage wide receiver donte' stallworth used his twitter account tuesday morning to back same-sex marriage. http://rssfeeds.usatoday.com/~r/usatodaycomsports-topstories/~3/ca-fdbwylc4/1,0
182,"on baseball: the giants start over, adjusting to the glare the giants began the defense of their first west coast championship under crisp blue skies at the home of their oldest rivals. http://feeds1.nytimes.com/~r/nyt/rss/sports/~3/suoc5eviaug/01kepner.html",0
183,"miscues cost louisville the chance to play spoiler a few blocks from broadway, louisville has been cast in the role of spoiler recently at the big east tournament. and with connecticut becoming the toast of the town over the past week, the cardinals found themselves a part of a familiar story line. http://feeds1.nytimes.com/~r/nyt/rss/sports/~3/ujwopiyr1nc/13eastside.html",0
184,"under-fire nfl coaches association head defends stance on thursday, as the number of coaching staffs distancing themselves from the amicus brief filed by the nfl coaches association last week with ... http://rssfeeds.usatoday.com/~r/usatodaycomsports-topstories/~3/wf-yvobk0fe/2011-06-03-coaches-association_n.htm",0
185,"in baltimore, cano hits second to almost none robinson cano took the field saturday with a .376 lifetime average at camden yards, surpassed only by ichiro suzuki's .388. http://feeds1.nytimes.com/~r/nyt/rss/sports/~3/sxkgat8llvi/",0
186,"nfl imposes 12 percent pay cut on league employees the nfl has reduced salaries of its employees by 12 percent according to newsday's bob glauber, who added that the slashing of pay would increase ... http://rssfeeds.usatoday.com/~r/usatodaycomsports-topstories/~3/2kv6trut7bc/1",0
187,"olympic champion wanjiru dies after fall kenyan olympic marathon champion samuel wanjiru plunged to his death from the first-floor balcony of his home after the athlete's wife found him in bed with another woman, police told reuters. http://feeds.reuters.com/~r/reuters/sportsnews/~3/8nzrkcny8km/us-athletics-kenya-wanjiru-idustre74f0m420110516",0
188,"stress-free days in the upper deck the mets' dim chances have relieved the writer of his worries about winning and losing, allowing him to enjoy just being at the park. http://feeds1.nytimes.com/~r/nyt/rss/sports/~3/fcqap_nihha/",0
189,"ohio state investigation now turns attention to terrelle pryor with an investigation still swirling around the ohio state football program and coach jim tressel having resigned, the future of star quarterback ... http://rssfeeds.usatoday.com/~r/usatodaycomsports-topstories/~3/sunenwignkg/2011-05-31-ohio-state-terrelle-pryor_n.htm",0
190,"criminals control large part of world sports, says wada the criminal underworld now controls a large proportion of world sport, world anti-doping agency director general david howman said wednesday. http://feeds.reuters.com/~r/reuters/sportsnews/~3/09rtvoxnlxy/us-doping-wada-idustre72f4wa20110316",0
191,"faithful congregation shows signs of optimism, if you can call it that fans at citi field for friday's home opener shared their opinions on the continuing troubles of the mets. http://feeds1.nytimes.com/~r/nyt/rss/sports/~3/1vv3qeczkga/09sandomir.html",0
192,"cold april for baseball: six stadiums see worst crowds ever baseball is in the throes of its dog days, at least from an attendance standpoint. with poor weather, kids in school and a season's narrative ... http://rssfeeds.usatoday.com/~r/usatodaycomsports-topstories/~3/1g_4vgck-ti/1",0
193,"alumni group has plan to track brain health of former players with sidney crosby revealing friday that he had to curtail his light skating because of the return of concussion symptoms, the question of head trauma in hockey was thrown back into the spotlight. http://feeds1.nytimes.com/~r/nyt/rss/sports/~3/jybiuvu_wji/",0
194,"bidders tee up for fortune golf unit: sources initial takeover offers for fortune brands' golf unit are expected to be submitted today by a range of bidders, including adidas ag, nike inc and private equity firms, sources familiar with the situation said on friday. http://feeds.reuters.com/~r/reuters/sportsnews/~3/snrxakmcycu/us-fortunebrands-golf-idustre72a7g220110311",0
195,gatlin gets comeback chance in oregon disgraced 2004 olympic 100 meters champion justin gatlin's comeback bid gained new life on wednesday when he was invited to compete in saturday's prefontaine classic diamond league meeting. http://feeds.reuters.com/~r/reuters/sportsnews/~3/tik0oyx8sle/us-athletics-gatlin-idustre75106d20110602,0
196,chicago's humber shuts down yankees in white starter philip humber threw seven superb innings to shut down the new york yankees' batters and give the struggling chicago white sox a 2-0 win on monday. http://feeds.reuters.com/~r/reuters/sportsnews/~3/wbp2_oso1nc/us-baseball-yankees-idustre73p0ct20110426,0
197,shaquille o'neal: logical choice as espn analyst it's a classic example of a fabulous tv prospect who would fill a need: star power at disney's espn/abc nba studio show. http://rssfeeds.usatoday.com/~r/usatodaycomsports-topstories/~3/dhxi_md-ine/2011-06-02-hiestand-shaq-espn_n.htm,0
198,the m.l.s. all-bargain team taking a look at some of the best bargains in m.l.s. now that the league's salary figures are out. http://feeds1.nytimes.com/~r/nyt/rss/sports/~3/hbwcfrrbsto/,0
199,"animal kingdom is 2-1 favorite for saturday's belmont drawing the no. 9 post, kentucky derby winner animal kingdom has been made the 2-1 favorite in a field of 12 for the belmont stakes. http://rssfeeds.usatoday.com/~r/usatodaycomsports-topstories/~3/ms2pcsgajge/1",0
200,tropic plunder: rays fall to 0-5 with loss to angels the winless tampa bay rays lost again wednesday when dan haren and the los angeles angels shut down the al east champions 5-1. http://rssfeeds.usatoday.com/~r/usatodaycomsports-topstories/~3/gxs20vmgfdu/2011-04-06-angels-rays-lose-again_n.htm,0
201,"deal gives lebron james a piece of liverpool lebron james is getting into the soccer business, aligning with the owners of the boston red sox. http://feeds1.nytimes.com/~r/nyt/rss/sports/~3/k4u9c-cc0km/ap-bkn-lebron-red-sox.html",0
202,"masterson pitches indians past britton, orioles justin masterson pitched seven strong innings for his third win, asdrubal cabrera had four rbi and the surprising cleveland indians kept the ... http://rssfeeds.usatoday.com/~r/usatodaycomsports-topstories/~3/v2czksxhhjs/2011-04-15-orioles-indians_n.htm",0
203,"alps v asia, ioc faces geographic dilemma for 2018 the decision for the 2018 winter olympics host depends on the geographic dilemma of whether the games should go to new territories in asia or to the alps, a senior ioc member said on thursday. http://feeds.reuters.com/~r/reuters/sportsnews/~3/o1zrpjncmmi/us-olympics-idustre74i37820110519",0
204,"mlb reports 10,955 drug tests administerd since 2007-08 major league baseball and its players union have released a summary report of drug tests performed over the past three years. http://rssfeeds.usatoday.com/~r/usatodaycomsports-topstories/~3/pa7gcw0lpou/2011-04-29-mlb-drug-tests_n.htm",0
205,"sports photo replay ' may 27 the day in sports, from the french open to rhythmic gymnastics. http://feeds1.nytimes.com/~r/nyt/rss/sports/~3/wexf2abljdu/may-27-photo-replay.html",0
206,bobcats rally past celtics in boston dante cunningham hit a go-ahead 15-foot jumper with 34 seconds left and the charlotte bobcats erased a 13-point deficit in the fourth quarter ... http://rssfeeds.usatoday.com/~r/usatodaycomsports-topstories/~3/ziczgdxh2ei/2011-03-25-bobcats-celtics_n.htm,0
207,video: bulls' joakim noah hurls gay slur at fan did joakim noah of the chicago bulls also get caught on tape using a gay slur during tnt's national telecast of game 3 of the nba's eastern conference ... http://rssfeeds.usatoday.com/~r/usatodaycomsports-topstories/~3/e4bo6a4dvcq/1,0
208,"nba insider: mavs' coach rick carlisle credits thunder the morning after the dallas mavericks had advanced to the nba finals for the second time in franchise history, coach rick carlisle could only ... http://rssfeeds.usatoday.com/~r/usatodaycomsports-topstories/~3/ptjfj5_5r1k/2011-05-27-insider-rick-carlisle_n.htm",0
209,"for stoudemire, a two-front battle: back pain and the celtics' big men amar'e stoudemire has battled back pain in the past two games, not to mention kevin garnett, glenn davis and the rest of the celtics front court. http://feeds1.nytimes.com/~r/nyt/rss/sports/~3/db43rohel2k/23celtics.html",0
210,"photo replay: march 16 a view of the day in sports, with bright sun at spring training games and some over-excited soccer fans. http://feeds1.nytimes.com/~r/nyt/rss/sports/~3/ncjqawvzkkq/photo-replay.html",0
211,"giants in depth: will eli manning ever reach peyton's elite level? the nfl lockout has dampened the usual offseason analysis of each team's comings and goings. but, lockout or not, the league will still be moving ... http://rssfeeds.usatoday.com/~r/usatodaycomsports-topstories/~3/n976vnget60/1",0
212,"chad ochocinco will get tutorial before trying bullriding challenge the proof will be in the doing, but the professional bull riders announced thursday it had ""confirmed"" cincinnati bengals wide receiver chad ... http://rssfeeds.usatoday.com/~r/usatodaycomsports-topstories/~3/mnodjx-kiq4/1",0
213,"winner of derby will run in belmont chances are strong that the belmont stakes will feature a rematch between animal kingdom, the kentucky derby champion, and shackleford, the preakness winner. http://feeds1.nytimes.com/~r/nyt/rss/sports/~3/eaqoznu7gto/animal-kingdom-kentucky-derby-winner-will-run-in-belmont-stakes.html",0
214,"fleury's net play, neal's goal lift penguins past devils james neal scored in the third round of a shootout and the pittsburgh penguins beat the new jersey devils 1-0 on friday night in a game dominated ... http://rssfeeds.usatoday.com/~r/usatodaycomsports-topstories/~3/thku7rta3fw/2011-03-25-devils-penguins_n.htm",0
215,a little clarity in europe's biggest races saturday's scores gave the clearest indication yet which european teams will need to clear out some space in the trophy room. http://feeds1.nytimes.com/~r/nyt/rss/sports/~3/qbfx6o-tr0o/,0
216,"mets 2, yankees 1: replacement mets outshine yankees' stars r. a. dickey bested freddy garcia in an unlikely pitcher's duel as the mets won at yankee stadium. http://feeds1.nytimes.com/~r/nyt/rss/sports/~3/faxbp76eg94/replacement-mets-outshine-yankees-stars.html",0
217,hockey roundup: fast start helps lightning even series with penguins martin st. louis had a goal and an assist as the lightning evened its first-round series with the penguins. http://feeds1.nytimes.com/~r/nyt/rss/sports/~3/u1djtasfgbg/16nhl.html,0
218,no. 1 ohio state survives scare from northwestern in overtime jared sullinger had 20 points and 18 rebounds to help no. 1 ohio state beat northwestern 67-61 in overtime on friday in the big ten tournament ... http://rssfeeds.usatoday.com/~r/usatodaycomsports-topstories/~3/k5or0hukbfi/2011-03-11-ohio-state-northwestern_n.htm,0
219,"rangers beat tigers 2-0 for baseball-best 9-1 mark alexi ogando outpitched justin verlander before leaving with a finger problem and the texas rangers won with a bold strategy, beating the detroit ... http://rssfeeds.usatoday.com/~r/usatodaycomsports-topstories/~3/ggfsejvmydw/2011-04-11-rangers-tigers-ogando-9-1-record_n.htm",0
220,gus johnson officially joins fox fox on tuesday officially named gus johnson as its lead play-by-play voice for the network's expanding college football and basketball cover ... http://rssfeeds.usatoday.com/~r/usatodaycomsports-topstories/~3/vcm94lglypm/2011-05-10-gus-johnson-fox_n.htm,0
221,"devils? parise yearns to return, but he won?t hurry without zach parise, who had knee surgery in november, the devils have won 20 of 25 games in an improbable drive toward a playoff berth. http://feeds1.nytimes.com/~r/nyt/rss/sports/~3/ct2frptxyam/10parise.html",0
222,"roundup: cubs' late outburst knocks red sox out of first place boston, which started 2-10, spent about four hours tied with tampa bay atop the american league east. http://feeds1.nytimes.com/~r/nyt/rss/sports/~3/ftel11wxd2q/baseball-roundup.html",0
223,"walker, florida win dogfight with ucla to reach sweet 16 florida's little man erving walker came up big again, scoring 21 points and hitting several clutch shots down the stretch as the gators beat ... http://rssfeeds.usatoday.com/~r/usatodaycomsports-topstories/~3/ubu_fwhztem/2011-03-19-florida-ucla_n.htm",0
224,posada to hit seventh; soriano on d.l. posada rejoined the starting lineup for the first time since removing himself from it shortly before saturday's game. http://feeds1.nytimes.com/~r/nyt/rss/sports/~3/sdx6g4mjm1c/,0
225,"howard, magic end long drought in phoenix with rout of suns dwight howard had 26 points and 15 rebounds, then watched the fourth quarter from the bench as the orlando magic completed a 111-88 rout of the ... http://rssfeeds.usatoday.com/~r/usatodaycomsports-topstories/~3/9pkn8erx9iw/2011-03-13-magic-suns_n.htm",0
226,"djokovic heads to rome with no.1 ranking in sight of all the 32 victories accumulated by winning machine novak djokovic since the start of the year, his straight sets defeat of rafa nadal in the final of the madrid masters was the most telling of all. http://feeds.reuters.com/~r/reuters/sportsnews/~3/vcc-xzjrtts/us-tennis-djokovic-idustre7482d120110509",0
227,game 1s in eastern conference playoffs are set the knicks will open their first-round series against the celtics at 7 p.m. sunday in boston. http://feeds1.nytimes.com/~r/nyt/rss/sports/~3/ns9atuwrxca/,0
228,"chris young pitches, hits mets over phillies chris young pitched effectively into the sixth inning and became the first mets pitcher with two hits in an inning, fueling a six-run rally and ... http://rssfeeds.usatoday.com/~r/usatodaycomsports-topstories/~3/jvnddu9j6ea/2011-04-05-mets-phillies_n.htm",0
229,"the rail: uncle mo sent to farm; archarcharch is retired uncle mo, last year's juvenile champion, was sent to wintar farm on monday to convalesce as he tries to recover from a gastrointestinal infection. http://feeds1.nytimes.com/~r/nyt/rss/sports/~3/8i9neq3nmh4/",0
230,"west's top 2 fall flat in openers the san antonio spurs and los angeles lakers, the top two seeds in the western conference, went into the first round of the nba playoffs sunday ... http://rssfeeds.usatoday.com/~r/usatodaycomsports-topstories/~3/rhykxjqgpu4/2011-04-17-west-top-two-fall-flat_n.htm",0
231,"as spring training winds down, baseball's trade market may heat up there's little romance to baseball in the dying days of march. it's not the ""hot stove league"" or the ""midsummer classic,"" and there's no snappy ... http://rssfeeds.usatoday.com/~r/usatodaycomsports-topstories/~3/mtn67uk2nd0/1",0
232,phillies rally for three runs in 9th to beat astros in opener pinch-hitter john mayberry jr. lined an rbi single off closer brandon lyon that capped a three-run rally in the bottom of the ninth inning friday ... http://rssfeeds.usatoday.com/~r/usatodaycomsports-topstories/~3/kenbbn2yndq/2011-04-01-phillies-astros_n.htm,0
233,"o'neal's joy ride comes to an end shaquille o'neal, the center known for his size, mobility and personality, is leaving the n.b.a.. http://feeds1.nytimes.com/~r/nyt/rss/sports/~3/vp4cjceoang/",0
234,bruins joins canucks in stanley cup final the boston bruins beat the tampa bay lightning 1-0 in a cliffhanger game seven on friday to advance to the nhl's stanley cup final against the vancouver canucks. http://feeds.reuters.com/~r/reuters/sportsnews/~3/8ambjjb9lak/us-nhl-playoffs-idustre74r07620110528,0
235,"els set for special players tee-off as hall of famer three-times major winner ernie els said on monday that he felt a mixture of pride and humility about joining an elite group at this week's players championship in ponte vedra beach, florida. http://feeds.reuters.com/~r/reuters/sportsnews/~3/dfj3rsvqv8q/us-golf-pga-els-idustre74903d20110510",0
236,"n.h.l. math often equals points for all despite the distaste it generates among hockey executives, the regular-season shootout is here to stay. purists, at least, are comforted by the lack of support for installing shootouts in the playoffs. http://feeds1.nytimes.com/~r/nyt/rss/sports/~3/hg5igpgdpfw/",0
237,"heavyweights flex muscle at indy 500 practice as expected, the indycar series' muscle teams flexed during the final practice before saturday's indianapolis 500 qualifications, where the question ... http://rssfeeds.usatoday.com/~r/usatodaycomsports-topstories/~3/xqfvvzesobm/2011-05-20-penske-ganassi-heavyweights_n.htm",0
238,rangers starter hunter out six weeks with groin strain texas rangers starting pitcher tommy hunter faces at least six weeks out and will miss the start of the season after straining his right groin muscle. http://feeds.reuters.com/~r/reuters/sportsnews/~3/yktdurmxyiy/us-baseball-texas-hunter-idustre72p0bz20110326,0
239,police identify patriots' meriweather as 'being present' at feb. shooting orange county (fla.) sheriffs plan to interview new england patriots pro bowl safety brandon meriweather in an investigation of last month's ... http://rssfeeds.usatoday.com/~r/usatodaycomsports-topstories/~3/6p13yfqybmi/2011-03-10-brandon-meriweather-investigation_n.htm,0
240,murray advances into maiden paris semi-final andy murray played with fire before overcoming argentine juan ignacio chela 7-6 7-5 6-2 to reach the french open semi-finals for the first time on wednesday. http://feeds.reuters.com/~r/reuters/sportsnews/~3/aglmqigi37s/us-tennis-open-murray-idustre7505ms20110601,0
241,"the forces that can change fifa fifa is riddled with corruption, yet with its president running unopposed for re-election, the emphasis shifts to three groups to spark any sort of change. http://feeds1.nytimes.com/~r/nyt/rss/sports/~3/qf70jga9isi/",0
242,fivethirtyeight: ranking baseball's best ballparks ranking major league baseball's best ballparks shows pittsburgh coming out on top. http://feeds1.nytimes.com/~r/nyt/rss/sports/~3/zkbknda8aa4/,0
243,"sharks 3, red wings 2 : marleau makes amends as sharks advance on fourth try patrick marleau got his first point of the series when he knocked home a rebound with 7:47 to play, and san jose finally managed to knock out detroit on its fourth try. http://feeds1.nytimes.com/~r/nyt/rss/sports/~3/uq1unvbgamy/ap-hkn-red-wings-sharks.html",0
244,"fivethirtyeight: in tournament, there's no place like (close to) home the location of n.c.a.a. tournament games is an important factor in how the contest unfolds. http://feeds1.nytimes.com/~r/nyt/rss/sports/~3/aoxty8i8knu/",0
245,2011 nba finals a rematch of 2006 won by the miami heat the miami heat won their first nba title by defeating the dallas mavericks in the 2006 nba finals. the 2011 finals is a rematch. http://rssfeeds.usatoday.com/~r/usatodaycomsports-topstories/~3/ieznccpz0au/2011-05-29-heatwin_n.htm,0
246,"up close: put me in that suit, coach the stylist rachel johnson helps the knicks' amar'e stoudemire turn heads off the court. http://feeds1.nytimes.com/~r/nyt/rss/sports/~3/y6etqmiwr78/28upclose.html",0
247,"playoffs | heat 96, bulls 85: back in miami, heat is halfway to the finals chris bosh continued to make atonement for any misgivings in a trying, acclimating season, finishing with a game-high 34 points as the heat took a 2-1 series lead over the bulls. http://feeds1.nytimes.com/~r/nyt/rss/sports/~3/58gdsgtycxe/back-home-in-miami-heat-is-halfway-to-finals.html",0
248,returning dave bolland sparks blackhawks to rout of canucks for six weeks chicago blackhawks center dave bolland was little more than a footnote in his team's struggle to make the playoffs and first-round ... http://rssfeeds.usatoday.com/~r/usatodaycomsports-topstories/~3/gcjzk6goxp0/2011-04-19-blackhawks-canucks_n.htm,0
249,yes and directv extend deadline the satellite tv service and the yankees' network now have until thursday to make a deal. http://feeds1.nytimes.com/~r/nyt/rss/sports/~3/kswz8qsfaue/,0
250,"injury to lakers' bynum likely not as bad as initially feared oft-injured los angeles lakers center andrew bynum, who hurt his right knee in tuesday's win vs. the san antonio spurs, was diagnosed with a ... http://rssfeeds.usatoday.com/~r/usatodaycomsports-topstories/~3/eooykwyybpq/2011-04-13-andrewbynum_n.htm",0
251,uncertainty is the theme as n.f.l. owners convene n.f.l. team owners are meeting this week in indianapolis amid a lockout of the players and a maneuvering in the courtroom. http://feeds1.nytimes.com/~r/nyt/rss/sports/~3/4-7cofd4n_g/uncertainty-is-the-theme-as-nfl-owners-convene.html,0
252,"books of the times: baseball according to beckett: a game that wouldn't end dan barry, in 'bottom of the 33rd,' describes one of the strangest baseball games in history: 32 unbroken innings. http://feeds1.nytimes.com/~r/nyt/rss/sports/~3/ky-wmliq_ie/bottom-of-the-33rd-by-dan-barry-review.html",0
253,"canucks 4, predators 2 : canucks push predators to brink ryan kesler broke a tie with a power-play goal at 7:28 of the third period, and vancouver beat nashville to take a 3-1 series lead. http://feeds1.nytimes.com/~r/nyt/rss/sports/~3/7bbo1g4lwuo/06nhl.html",0
254,"woods set for pga return at players championship tiger woods will return to action from a minor knee injury to compete in next week's players championship in ponte vedra beach, florida, the pga tour said on friday. http://feeds.reuters.com/~r/reuters/sportsnews/~3/hlkxytgeq6o/us-golf-pga-woods-idustre7455ej20110506",0
255,"wife accused in stabbing of dolphins receiver authorities said the wife of brandon marshall stabbed the miami dolphins wide receiver with a kitchen knife, and his agent said saturday that the player was recovering. http://feeds1.nytimes.com/~r/nyt/rss/sports/~3/s9zygpl-v5i/ap-fbn-dolphins-marshall.html",0
256,sean avery of new york rangers backs same sex marriage sean avery of the nhl's new york rangers is becoming one of the first pro athletes to support same-sex marriage. avery has recorded a video supporting ... http://rssfeeds.usatoday.com/~r/usatodaycomsports-topstories/~3/gqr0gn8dy-a/1,0
257,"baseball roundup: happy with lineup, phillies release castillo looking for a fill-in for the injured star second baseman chase utley, philadelphia had signed castillo earlier this month after he was cut by the mets. http://feeds1.nytimes.com/~r/nyt/rss/sports/~3/rfztpmugh5u/31bats.html",0
258,"as lockout lingers, nfl and players continue to trade barbs it was the owners meetings' legal equivalent of the nfl players association's big-three quarterbacks  tom brady, drew brees and peyton manning ... http://rssfeeds.usatoday.com/~r/usatodaycomsports-topstories/~3/1nazx7pgqfg/2011-03-21-owners-meetings-monday_n.htm",0
259,"gores signs agreement to purchase detroit pistons tom gores, a los angeles-based financier who grew up in the flint, mich., area, has signed a purchase agreement to acquire the detroit pistons ... http://rssfeeds.usatoday.com/~r/usatodaycomsports-topstories/~3/gkbfkfahgck/2011-04-08-gores-owner_n.htm",0
260,nadal cruises past ljubicic into quarters rafael nadal of spain advanced to the french open quarterfinals with a straight-sets victory over ivan ljubicic of croatia. http://feeds1.nytimes.com/~r/nyt/rss/sports/~3/yh0vbgiltt0/,0
261,"rays put longoria on disabled list with oblique strain the tampa bay rays have placed all-star third baseman evan longoria on the 15-day disabled list with a strained left oblique muscle, the major league baseball team said on sunday. http://feeds.reuters.com/~r/reuters/sportsnews/~3/be-iutrlol0/us-baseball-rays-longoria-idustre73226a20110403",0
262,"assigning ncaa tournament game times still a puzzle for cbs and turner after the ncaa creates its men's basketball tournament brackets, broadcasters create the tip times. http://rssfeeds.usatoday.com/~r/usatodaycomsports-topstories/~3/xxdo_knhgjg/2011-03-15-ncaa-tourney-tv-times_n.htm",0
263,"red sox slip to 0-6, lose 1-0 to indians on bunt in a season where nothing has gone right, the winless boston red sox found a new way to lose thursday. a couple of them, in fact. http://rssfeeds.usatoday.com/~r/usatodaycomsports-topstories/~3/yttjkbziboe/2011-04-07-red-sox-indians_n.htm",0
264,"drabek, blue jays end tigers' win streak at 7 kyle drabek pitched seven strong innings as the toronto blue jays snapped detroit's seven-game winning streak with a 4-2 victory monday nigh ... http://rssfeeds.usatoday.com/~r/usatodaycomsports-topstories/~3/mbybm5g8-mw/2011-05-16-blue-jays-tigers_n.htm",0
265,"mason rudolph, consistent contender on pga tour, dies at 76 mr. rudolph, who won five pga tour titles in a 23-year career, was known for his craftsmanship. http://feeds1.nytimes.com/~r/nyt/rss/sports/~3/fwgqovtvf8s/21rudolph.html",0
266,"focused on the swing, not the score sean foley, who has worked with several tour players, including tiger woods, is confident in his theoretical methods, even if his critics are not. http://feeds1.nytimes.com/~r/nyt/rss/sports/~3/kugbpqdrjcy/sean-foley-tiger-woodss-coach-follows-his-own-path.html",0
267,f1 returns to us for 21-race 2012 season formula one will have a grand prix race in the united states next year for the first time since 2007. the american race was the only addition to a record 21-race calendar for 2012. http://feeds1.nytimes.com/~r/nyt/rss/sports/~3/s2xp_4dhm5k/ap-car-f1-2012-schedule.html,0
